Professor,Course
"Flamm, James",CELE 615 | Gero-Neuropsychiatry
"Flamm, James",CELE 615 | Int&#39;l Health- Psychiatry
"Flamm, James",CELE 615 | Intl Hlth-Psychiatry
"Flamm, James",CELE 615 | Neuropsychiatry
"Flamm, James",CELE 615 | Neurosci Perspectives in Psych
"Flamm, James",CELE 615 | Psychiatric Admitting Clinic
"Flamm, James",CELE 615 | Psychiatry - Online
"Flamm, James",CELE 615 | Psychiatry Sub-Internship
"Flamm, James",CELE 615 | Psychiatry Supplemental Clinic
"Flamm, James",CELE 615 | Research- Psychiatry
"Flamm, James",CELE 615 | Research-Psychiatry
"Flamm, James",CELE 615 | Special Topics- Psychiatry
"Flamm, James",CELE 615 | Special Topics-Psychiatry
"Flamm, James",CELE 615 | Women&#39;s Mental Health
"Flamm, James",CELE 616 | Chicago Radiology Elective Clerkship
"Flamm, James",CELE 616 | Diagnostic Radiology
"Flamm, James",CELE 616 | Fundamentals of Radiology
"Flamm, James",CELE 616 | Interventional Radiology
"Flamm, James",CELE 616 | Radiation Oncology
"Flamm, James",CELE 616 | Radiology
"Flamm, James",CELE 616 | Radiology - Online
"Flamm, James",CELE 616 | Radiology Oncology
"Flamm, James",CELE 616 | Radiology in Practice
"Flamm, James",CELE 616 | Radiology/Surgery/Anatomy
"Flamm, James",CELE 616 | Research- Radiology
"Flamm, James",CELE 616 | Research-Radiology
"Flamm, James",CELE 616 | Special Topics- Radiology
"Flamm, James",CELE 616 | Special Topics-Radiology
"Flamm, James",CELE 617 | Physical Medicine &amp; Rehab
"Flamm, James",CELE 617 | Research- Rehab Medicine
"Flamm, James",CELE 617 | Research-Rehab Medicine
"Flamm, James",CELE 617 | Special Topics- Rehab Medicine
"Flamm, James",CELE 617 | Special Topics-Rehab Medicine
"Flamm, James",CELE 618 | Adv Anatomy &amp; Surgery Intensiv
"Flamm, James",CELE 618 | Breast Disease/Gyne Oncology
"Flamm, James",CELE 618 | Burn Surgery
"Flamm, James",CELE 618 | CRITICAL CARE-SICU
"Flamm, James",CELE 618 | Cardiothoracic Surgery
"Flamm, James",CELE 618 | Clinical Breast Surgery
"Flamm, James",CELE 618 | Colon &amp; Rectal Surgery
"Flamm, James",CELE 618 | Int&#39;l Health- Surgery
"Flamm, James",CELE 618 | Intl Hlth-Surgery
"Flamm, James",CELE 618 | Min Invasive Laparo&amp;Robo Surg
"Flamm, James",CELE 618 | Oral and Maxillofacial Surgery
"Flamm, James",CELE 618 | Organ Transplantation
"Flamm, James",CELE 618 | Pediatric Surgery (Surgery)
"Flamm, James",CELE 618 | Plastic&amp;Reconstructive Surgery
"Flamm, James",CELE 618 | Plastic/Reconstructive Surgery
"Flamm, James",CELE 618 | Research-Surgery
"Flamm, James",CELE 618 | Reserach-Surgery
"Flamm, James",CELE 618 | Special Topics-Surgery
"Flamm, James",CELE 618 | Surgery - Online
"Flamm, James",CELE 618 | Surgery Sub-I
"Flamm, James",CELE 618 | Surgery Sub-Internship
"Flamm, James",CELE 618 | Surgery Supplemental Clinical
"Flamm, James",CELE 618 | Surgical Critical Care
"Flamm, James",CELE 618 | Surgical Oncology
"Flamm, James",CELE 618 | Trauma Surgery
"Flamm, James",CELE 618 | Trauma/Critical Care Surgery
"Flamm, James",CELE 618 | Vascular Surgery
"Flamm, James",CELE 618 | Wound Care
"Flamm, James",CELE 619 | Advanced Urology
"Flamm, James",CELE 619 | Chicago Urology Elective Clerkship
"Flamm, James",CELE 619 | Research- Urology
"Flamm, James",CELE 619 | Research-Urology
"Flamm, James",CELE 619 | Special Topics- Urology
"Flamm, James",CELE 619 | Special Topics-Urology
"Flamm, James",CELE 619 | Urology
"Flamm, James",CELE 620 | Advancing Clinical Reasoning
"Flamm, James",CELE 620 | Biblical Approach-Mental Hlth
"Flamm, James",CELE 620 | Biblical View of Medicine
"Flamm, James",CELE 620 | CLINICIAN EXECUTIVE MED PRGRM
"Flamm, James",CELE 620 | Chicago Medical Education Elective Clerkship
"Flamm, James",CELE 620 | Clinical Med Spanish Intensive
"Flamm, James",CELE 620 | Clinical Medical Spanish
"Flamm, James",CELE 620 | Dev Hippoc&amp;Med Eth-Class/Prsnt
"Flamm, James",CELE 620 | Dev Hippocratic&amp;Cathl Med Eth
"Flamm, James",CELE 620 | Disability Medicine
"Flamm, James",CELE 620 | Doctoring &amp; Clinical Skills II
"Flamm, James",CELE 620 | ECM 3-4: M-4 TEACHING ELECTIVE
"Flamm, James",CELE 620 | ECM M4 Teach Elc-Hospital Prac
"Flamm, James",CELE 620 | Ethical Issues in Human Repro
"Flamm, James",CELE 620 | Fundamentals of Clinical Reaso
"Flamm, James",CELE 620 | GLOBAL MENTAL HEALTH
"Flamm, James",CELE 620 | Global Medicine (GMed)
"Flamm, James",CELE 620 | History of  Modern Medicine
"Flamm, James",CELE 620 | History of Medicine
"Flamm, James",CELE 620 | History of Women in Medicine
"Flamm, James",CELE 620 | How We Die
"Flamm, James",CELE 620 | Learning to be a Clin Teacher
"Flamm, James",CELE 620 | Lit&amp;Med:Portrait of Physicians
"Flamm, James","CELE 620 | Lit, Med &amp; the Physician Rltns"
"Flamm, James",CELE 620 | M4 Teaching Elective in ECM
"Flamm, James",CELE 620 | M4 TeachingElec Hosp Pract
"Flamm, James",CELE 620 | Maternal&amp;Child Health in India
"Flamm, James",CELE 620 | Medical Ethics &amp; Society
"Flamm, James",CELE 620 | Medical Practice-21st Century
"Flamm, James",CELE 620 | Narrative Medicine - Online
"Flamm, James",CELE 620 | Obesity in Culture
"Flamm, James",CELE 620 | Perils of the Normal
"Flamm, James",CELE 620 | Ptnt Safety &amp; Quality Outcomes
"Flamm, James",CELE 620 | Research- Medical Education
"Flamm, James",CELE 620 | Research-Medical Ed
"Flamm, James",CELE 620 | SPIRITUALITY AND HEALTH
"Flamm, James",CELE 620 | Senior Forum
"Flamm, James",CELE 620 | Service Learning Program
"Flamm, James",CELE 620 | Sleep Medicine
"Flamm, James",CELE 620 | Special Topics Instructor
"Flamm, James",CELE 620 | Special Topics- Medical Ed
"Flamm, James",CELE 620 | Special Topics-Medical Ed
"Flamm, James",CELE 620 | Study Disabilities-Modrn Wrld
"Flamm, James",CELE 620 | Urban Medicine (UMed)
"Flamm, James",CLER 601 | Chicago Obstetrics and Gynecology Clerkship
"Flamm, James",CLER 602 | Chicago Psychiatry Clerkship
"Flamm, James",CLER 603 | Chicago Pediatrics Clerkship
"Flamm, James",CLER 604 | Chicago Surgery Clerkship
"Flamm, James",CLER 605 | Chicago Medicine Clerkship
"Flamm, James",CLER 606 | Chicago Family Medicine Clerkship
"Flamm, James",CLER 608 | Essentials of Clinical Practice and Professionalism - Chicago
"Flamm, James",CLER 610 | Chicago Independent Study
"Flamm, James",CLER 612 | Medicine Sub-Internship - Chicago
"Flamm, James",CLER 613 | Interdisciplinary Generalist Curriculum Clinical Elective-Chicago
"Flamm, James",CLER 625 | Pediatric Sub-Internship - Chicago
"Flamm, James","MDC 603 | Block 3: Skin, Muscle, and Movement"
"Flamm, James",MDC 604 | Block 4: Circulation and Respiration
"Flamm, James",MDC 605 | Block 5: Digestion and Homeostasis 2
"Flamm, James",MDC 612 | Doctoring and Clinical Skills 2
"Flamm, James",MDC 613 | Doctoring Clinical Skills 3
"Flamm, James",MDC 615 | Doctoring and Clinical Skills 5
"Flamm, James",MDC 622 | Synthesis 3-4
"Flamm, James",MDC 623 | Synthesis 5-6
"Flamm, James",MDC 625 | Block 8: Synthesis Capstone
"Flamm, James",MDC 632 | Medical Colloquia 2
"Flamm, James",MDC 640 | Transition to Clerkships
"Flamm, James",MDC 641 | Clinical Connections &amp; Comp 1
"Flamm, James",MDC 641 | Clinical Connections &amp; Comp 2
"Flamm, James",MDC 641 | Clinical Connections &amp; Comp 3
"Flamm, James",MDC 641 | Clinical Connections &amp; Comp 4
"Flamm, James",RPSY 606 | Community Psychiatry Advanced Clinical Care Elective
"Flavin, Michael",PSCI 300 | Undergraduate Research Experience in Pharmaceutical Sciences
"Flavin, Michael",PSCI 380 | Undergraduate Research in Pharmaceutical Sciences
"Flavin, Michael",PSCI 390 | Special Projects in Pharmaceutical Sciences
"Flavin, Michael",PSCI 594 | Scientific Entrepreneurship
"Fleischacker, Samuel",PHIL 390 | Senior Thesis in Philosophy
"Fleischacker, Samuel",PHIL 399 | Independent Study
"Fleischacker, Samuel",PHIL 593 | Independent Research
"Fleischacker, Samuel",PHIL 596 | Independent Study
"Fleischacker, Samuel",PHIL 599 | Thesis Research
"Fleming, Colby",GWS 224 | Gender and Society
"Fleming, Colby",SOC 224 | Gender and Society
"Fleming, Mel",CLER 616 | Peoria Obstetrics and Gynecology Clerkship
"Flemister, Stephen",DES 150 | Digital Media Design I
"Flemister, Stephen",DES 160 | Design Photography
"Flemister, Stephen",DES 170 | Color Theory
"Flessner, Tyler",MDP 605 | Block 5: Digestion and Homeostasis 2
"Fletcher, Christopher",HON 141 | Honors Core in Understanding the Past
"Fletcher, Joshua","MATH 100 | Exploring Mathematics, Statistics, and Computer Science"
"Flores, Alina",IPHS 521 | Personal Leadership
"Flores, Alina",IPHS 528 | Approaches and Tools for Leading Strategic Implementation
"Flores, Alina",IPHS 596 | Independent Study in Public Health
"Flores, Alina",IPHS 699 | Research in Public Health Sciences - DrPH
"Flores, Juan",ART 150 | Intro:New Media
"Flores, Juan",ART 150 | Introduction to New Media Arts
"Flores, Juan",ART 500 | Art Teaching Internship
"Flores, Susan",NUEL 596 | Independent Study: Graduate
"Flores-Gonzalez, Nilda",LALS 225 | Racial and Ethnic Groups
"Flores-Gonzalez, Nilda",SOC 298 | Internship in Sociological Applications
"Flores-Gonzalez, Nilda",SOC 596 | Independent Study
"Floros, Kate",INST 184 | Introduction to International Relations
"Floros, Kate",POLS 184 | Introduction to International Relations
"Floros, Kate",POLS 286 | The United Nations and Other International Organizations
"Floros, Kate",POLS 303 | Supervised Readings and Research
"Floros, Kate",POLS 305 | Honors Course
"Floros, Kate",POLS 389 | Seminar: Topics in International Relations
"Floros, Kate",POLS 497 | Directed Readings in Political Science
"Floros, Kate",POLS 498 | Independent Research in Political Science
"Floros, Kate",POLS 596 | Advanced Readings in Political Science
"Floros, Kate",POLS 598 | Thesis Research
"Floyd, Brenikki","CHSC 421 | Community Health 1: Assessing, Promoting and Improving Community Health"
"Floyd, Brenikki",CHSC 423 | Community Health 3: Professional Development for Public Health Practice
"Floyd, Brenikki",IPHS 596 | Independent Study in Public Health
"Floyd, Brenikki",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Floyd, Brenikki",IPHS 698 | Integrative Learning Experience
"Flynn, Annie",PSCH 100 | Introduction to Psychology
"Flynn, Annie",PSCH 270 | Introduction to Psychological and Behavioral Disorders
"Flynn, Annie",PSCH 320 | Developmental Psychology
"Flynn, Annie",PSCH 333 | Laboratory in Clinical Psychology
"Flynn, Karen",NUEL 596 | Independent Study: Graduate
"Flynn, Karen",NURS 588 | Nursing Leadership in Global Health
"Flynn, Karen",NURS 592 | Preliminary Exam Preparation
"Foell, Andrew",SOCW 460 | Research I: Social Work Research
"Foell, Andrew",SOCW 519 | Practice III: Organization and Community Practice
"Foell, Andrew",SOCW 520 | Practice IV: Org and Comm Prac
"Foertsch, Emily",NURS 409 | Health Assessment and Communications
"Foertsch, Emily",NURS 448 | Leadership in Professional Nursing Practice
"Fons, Dominique",CLER 621 | Peoria Family Practice Clerkship
"Fontana, Henry",MATH 165 | Calculus for Business
"Foong, Kap Sum",MDP 602 | Block 2: Pathogenesis
"Forcier, Kaitlin",ENGL 497 | Senior Thesis
"Ford, Jasmin",NURS 463 | Psychiatric-Mental Health Nursing
"Ford, Stuart",JD 411 | Civil Procedure I
"Ford, Stuart",JD 421 | Civil Procedure II
"Ford, Stuart",JD 425 | Evidence
"Ford, Stuart",LAW 517 | International Criminal Law
"Ford, Stuart",LAW 596 | Independent Study in Law
"Ford, Tiffany",CHSC 434 | Introduction to Qualitative Methods in Public Health
"Ford, Tiffany",IPHS 596 | Independent Study in Public Health
"Ford, Tiffany",IPHS 698 | Integrative Learning Experience
"Ford, William",JD 414 | Constitutional Law I
"Ford, William",LAW 594 | Special Topics: AI Int Leg An
"Ford, William","LAW 594 | Special Topics: War, Mil, Emer"
"Foreman, Micaela",PHYS 112 | Astronomy and the Universe
"Foreman, Micaela",PHYS 141 | General Physics I (Mechanics)
"Foreman, Micaela",PHYS 402 | Electromagnetism II
"Forman, Tyrone",BLST 258 | Race and Urban Life
"Forman, Tyrone",BLST 398 | Independent Study: Special Topics
"Forman, Tyrone",BLST 596 | Independent Study
"Forman, Tyrone",SOC 258 | Race and Urban Life
"Forman, Tyrone",SOC 298 | Internship in Sociological Applications
"Forman, Tyrone",SOC 425 | Race and Ethnicity
"Forman, Tyrone",SOC 496 | Independent Study or Research
"Forman, Tyrone",SOC 499 | Senior Thesis
"Forman, Tyrone",SOC 596 | Independent Study
"Forman, Tyrone",SOC 599 | Thesis Research
"Forsman, Cal",PHYS 131 | Introductory Physics for Life Sciences I
"Forsman, Cal",PHYS 141 | General Physics I (Mechanics)
"Forst, Linda",EOHS 495 | Environmental/Occupational Health Seminar
"Forst, Linda","EOHS 502 | Environment, Toxicology, and Disease"
"Forst, Linda",IPHS 596 | Independent Study in Public Health
"Forst, Linda",IPHS 598 | Research in Public Health Sciences - M.S.
"Forst, Linda",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Forst, Linda",IPHS 698 | Integrative Learning Experience
"Forst, Linda",IPHS 699 | Research in Public Health Sciences - DrPH
"Fortman, Jeffrey",GEMS 505 | Research Methods II
"Fortmann, Patrick",GER 219 | Princesses and Storytellers: Fairy Tales by the Brothers Grimm and Their Cultural Afterlives
"Fortmann, Patrick","GER 228 | The Making of Modern Germany: The Nation in the World, 1750-1918"
"Fortmann, Patrick",GER 398 | Honors Project
"Fortmann, Patrick",GER 399 | Independent Study
"Fortmann, Patrick",GER 401 | AI for Research in Cultural St
"Fortmann, Patrick",GER 461 | German Abroad
"Fortmann, Patrick",GER 492 | Internship in International Business
"Fortmann, Patrick",GER 493 | Internship Seminar: Business
"Fortmann, Patrick",GER 593 | Internship Seminar: Academic Training
"Fortmann, Patrick",GER 596 | Independent Study for Graduate Students
"Fortmann, Patrick",GER 598 | Master&#39;s Thesis Research
"Fortmann, Patrick",GER 599 | Ph.D. Thesis Research
"Fortmann, Patrick","HIST 228 | The Making of Modern Germany: The Nation in the World, 1750-1918"
"Foster, Craig",CME 111 | The Art of Structural Form
"Foster, Craig",CME 392 | Undergraduate Research
"Foster, Craig",CME 434 | Finite Element Analysis I
"Foster, Craig",CME 496 | Special Problems
"Foster, Craig",CME 596 | Independent Study
"Foster, Craig",CME 598 | Master&#39;s Thesis Research
"Foster, Craig",CME 599 | Ph.D. Thesis Research
"Foster, LeRoy",BHIS 517 | Healthcare Data Security and Cybersecurity Foundations
"Foster, LeRoy",BHIS 520 | Health Information Systems Analysis and Design
"Foster, LeRoy",IDS 403 | Information Security
"Foster, Suzie",DHD 568 | Supporting Augmentative and Alternative Communication in Educational Settings
"Foucher, Kharma",KN 396 | Special Project
"Foucher, Kharma",KN 398 | Undergraduate Research
"Foucher, Kharma",KN 496 | Special Projects in Kinesiology
"Foucher, Kharma",KN 501 | Current Research in Kinesiology
"Foucher, Kharma",KN 596 | Independent Research in Kinesiology
"Foucher, Kharma",KN 597 | Project in Kinesiology
"Foucher, Kharma",KN 598 | Master&#39;s Thesis Research
"Foucher, Kharma",KN 599 | Ph.D. Thesis Research
"Foutty, Kenton",ACTG 315 | Intermediate Financial Accounting I
"Foutty, Kenton",ACTG 502 | Financial Accounting I
"Fox, Deb",PMPR 329 | The Dean&rsquo;s Seminar: Career Insights from Pharmacy Leaders
"Fox, Savanna","ELSI 013 | Reading/Writing 3, Intensive English for Mid-Intermediate Non-Native Speakers"
"Fox, Savanna","ELSI 014 | Reading/Writing 4, Intensive English for High Intermediate Non-Native Speakers"
"Fox, Savanna","ELSI 022 | Listening/Speaking 2, Intensive English for Low Intermediate Non-Native Speakers"
"Fox, Savanna","ELSI 024 | Listening/Speaking 4, Intensive English for High Intermediate Non-Native Speakers"
"Fox, Savanna","ELSI 049 | Live, Learn, Grow: Learning Track"
"Fox, Savanna",ELSI 070 | Pronunciation
"Fox, Savanna",ELSI 086 | Effective Written Communication
"Fox, Savanna",ELSI 087 | Approaches to Evidence-Based Writing
"France, Brandi",DLG 120 | UIC First-Year Dialogue Seminar
"Francisco, Denise",CLER 620 | Peoria Medicine Clerkship
"Franck, Gwyneth",NURS 555 | EBP 3: DNP Proposal Development for Translating Evidence to Practice
"Franco Felix, Fernando",PHYS 141 | General Physics I (Mechanics)
"Francois, Junior","EAES 111 | Earth, Energy, and the Environment"
"Franke, Baker",CS 111 | Program Design I
"Frankel, Michael",LAW 430 | Lawyering Skills IV: Business Planning and Drafting
"Franzblau, Scott",PSCI 300 | Undergraduate Research Experience in Pharmaceutical Sciences
"Franzblau, Scott",PSCI 380 | Undergraduate Research in Pharmaceutical Sciences
"Franzblau, Scott",PSCI 390 | Special Projects in Pharmaceutical Sciences
"Franzblau, Scott",PSCI 599 | Ph.D. Thesis Research in Pharmaceutical Sciences
"Frasor, Jonna",PHYB 399 | Laboratory Research
"Frasor, Jonna",PHYB 599 | Ph.D. Thesis Research
"Frederick, Clare",JD 538 | Clinic: Patent Advanced
"Frederick, Clare",TADR 494 | Clinic: Patent Class
"Frederick, Clare",TADR 495 | Clinic: Patent Clinic
"Freels, Sally",BSTT 523 | Biostatistics Methods I
"Freels, Sally",IPHS 596 | Independent Study in Public Health
"Freels, Sally",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Freels, Sally",IPHS 698 | Integrative Learning Experience
"Freeman, Lisa",ENGL 592 | Preliminary Examination Research
"Freeman, Lisa",ENGL 596 | Independent Study
"Freeman, Lisa",ENGL 599 | PhD Thesis Research
"Freeman, Vincent",EPID 403 | Introduction to Epidemiology:  Principles and Methods
"Freeman, Vincent",EPID 411 | Epidemiology of Chronic Diseases
"Freeman, Vincent",IPHS 596 | Independent Study in Public Health
"Freeman, Vincent",IPHS 598 | Research in Public Health Sciences - M.S.
"Freeman, Vincent",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Freeman, Vincent",IPHS 650 | Applied Practice Experience
"Freeman, Vincent",IPHS 698 | Integrative Learning Experience
